Provider Number,Hospital Name,Address 1,City,State,ZIP Code,Full Address,Latitude,Longitude,County Name,Phone Number,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Hospital 30-Day Readmission Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack,Footnote - Hospital 30-Day Readmission Rates from Heart Attack,Hospital 30-Day Readmission Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure,Footnote - Hospital 30-Day Readmission Rates from Heart Failure,Hospital 30-Day Readmission Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia,Footnote - Hospital 30-Day Readmission Rates from Pneumonia
180127,FRANKFORT REGIONAL MEDICAL CENTER,299 KINGS DAUGHTERS DRIVE,FRANKFORT,KY,40601,"299 KINGS DAUGHTERS DRIVE, FRANKFORT, KY, 40601",38.1600632,-84.9068302,FRANKLIN,5028755240,15.5,No Different than U.S. National Rate,11.9,19.8,68,,12.9,No Different than U.S. National Rate,9.7,16.5,190,,10.7,No Different than U.S. National Rate,8,14.3,223,,19.5,No Different than U.S. National Rate,15.7,24.1,37,,23.2,No Different than U.S. National Rate,19.5,27.3,219,,17.4,No Different than U.S. National Rate,14.2,21.1,236,
180128,THREE RIVERS MEDICAL CENTER,2485 HIGHWAY 644 PO BOX 769,LOUISA,KY,41230,"2485 HIGHWAY 644 PO BOX 769, LOUISA, KY, 41230",38.1142544,-82.6032119,LAWRENCE,6066389451,Not Available,Number of Cases Too Small,Not Available,Not Available,24,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.7,No Different than U.S. National Rate,8.7,15.8,144,,10.9,No Different than U.S. National Rate,7.9,15,128,,Not Available,Number of Cases Too Small,Not Available,Not Available,9,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,27.7,No Different than U.S. National Rate,23.4,32.4,169,,20.6,No Different than U.S. National Rate,16.6,24.8,128,
180130,BAPTIST HOSPITAL EAST,4000 KRESGE WAY,LOUISVILLE,KY,40207,"4000 KRESGE WAY, LOUISVILLE, KY, 40207",38.2372426,-85.6387925,JEFFERSON,5028978100,13.9,No Different than U.S. National Rate,12,16,705,,9.9,Better than U.S. National Rate,8.7,11.4,1421,,11.3,No Different than U.S. National Rate,9.8,13,1231,,20.4,No Different than U.S. National Rate,18,23.1,698,,23.6,No Different than U.S. National Rate,21.8,25.7,1656,,19.2,No Different than U.S. National Rate,17.3,21.3,1238,
180132,LAKE CUMBERLAND REGIONAL HOSPITAL,"305 LANGDON STREET, P O BOX 620",SOMERSET,KY,42502,"305 LANGDON STREET, P O BOX 620, SOMERSET, KY, 42502",37.0854808,-84.6201131,PULASKI,6066797441,17.7,No Different than U.S. National Rate,14.3,21.9,249,,15.9,Worse than U.S. National Rate,12.8,19.7,344,,16,Worse than U.S. National Rate,13.5,18.8,667,,18.1,No Different than U.S. National Rate,14.7,22,229,,25.6,No Different than U.S. National Rate,22.1,29.2,395,,20.5,No Different than U.S. National Rate,17.9,23.3,680,
180138,BAPTIST HOSPITAL NORTHEAST,1025 NEW MOODY LANE,LA GRANGE,KY,40031,"1025 NEW MOODY LANE, LA GRANGE, KY, 40031",38.3950181,-85.3759476,OLDHAM,5022225388,16.4,No Different than U.S. National Rate,12.4,21.2,51,,9.9,No Different than U.S. National Rate,7.4,12.9,202,,10.6,No Different than U.S. National Rate,8,14,220,,18,No Different than U.S. National Rate,14.2,22.3,28,,23.5,No Different than U.S. National Rate,20,27.5,243,,16.6,No Different than U.S. National Rate,13.6,20.3,233,
180139,KENTUCKY RIVER MEDICAL CENTER,540 JETT DRIVE,JACKSON,KY,41339,"540 JETT DRIVE, JACKSON, KY, 41339",37.5658724,-83.3697566,BREATHITT,6066666000,17.3,No Different than U.S. National Rate,13.2,22.6,48,,12.3,No Different than U.S. National Rate,9.3,16,165,,13.2,No Different than U.S. National Rate,10.1,17.1,140,,Not Available,Number of Cases Too Small,Not Available,Not Available,20,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.1,No Different than U.S. National Rate,22.3,30.2,199,,19.8,No Different than U.S. National Rate,16.3,23.8,147,
180141,UNIVERSITY OF LOUISVILLE HOSPITAL,530 SOUTH JACKSON STREET,LOUISVILLE,KY,40202,"530 SOUTH JACKSON STREET, LOUISVILLE, KY, 40202",38.2477836,-85.7441515,JEFFERSON,5025623000,18.3,No Different than U.S. National Rate,13.9,23.4,39,,13.5,No Different than U.S. National Rate,9.5,19.2,49,,15.6,No Different than U.S. National Rate,11.2,21.1,52,,20.2,No Different than U.S. National Rate,15.7,25.4,26,,25.7,No Different than U.S. National Rate,20.9,30.8,57,,19.4,No Different than U.S. National Rate,15.5,23.9,69,
180143,SAINT JOSEPH EAST,150 NORTH EAGLE CREEK DRIVE,LEXINGTON,KY,40509,"150 NORTH EAGLE CREEK DRIVE, LEXINGTON, KY, 40509",37.9991882,-84.4390925,FAYETTE,8599675000,14.7,No Different than U.S. National Rate,11.4,18.5,152,,10.7,No Different than U.S. National Rate,8,14.3,152,,11.4,No Different than U.S. National Rate,8.3,15.4,139,,18.8,No Different than U.S. National Rate,15.4,22.6,206,,25.1,No Different than U.S. National Rate,21.1,29.5,195,,18.9,No Different than U.S. National Rate,15.1,23.3,148,
180149,WESTLAKE REGIONAL HOSPITAL,"901 WESTLAKE DRIVE, PO BOX 1269",COLUMBIA,KY,42728,"901 WESTLAKE DRIVE, PO BOX 1269, COLUMBIA, KY, 42728",37.0966365,-85.2944738,ADAIR,2703844753,Not Available,Number of Cases Too Small,Not Available,Not Available,12,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,9,No Different than U.S. National Rate,6.9,11.8,235,,10.5,No Different than U.S. National Rate,8,13.4,226,,Not Available,Number of Cases Too Small,Not Available,Not Available,8,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,32.5,Worse than U.S. National Rate,28.3,36.3,346,,20.6,No Different than U.S. National Rate,17.2,24.4,235,
181301,MARCUM AND WALLACE MEMORIAL HOSPITAL,60 MERCY COURT,IRVINE,KY,40336,"60 MERCY COURT, IRVINE, KY, 40336",37.7061212,-83.9772659,ESTILL,6067232115,Not Available,Number of Cases Too Small,Not Available,Not Available,6,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.1,No Different than U.S. National Rate,8.5,16.6,35,,12.7,No Different than U.S. National Rate,9.6,16.5,171,,Not Available,Number of Cases Too Small,Not Available,Not Available,2,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25,No Different than U.S. National Rate,20.6,30.4,40,,17.4,No Different than U.S. National Rate,14.4,21.3,197,
181302,THE JAMES B HAGGIN MEMORIAL HOSPITAL,464 LINDEN AVENUE,HARRODSBURG,KY,40330,"464 LINDEN AVENUE, HARRODSBURG, KY, 40330",37.7570863,-84.8488657,MERCER,8597345441,Not Available,Number of Cases Too Small,Not Available,Not Available,10,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13.6,No Different than U.S. National Rate,10.1,18.3,50,,13.1,No Different than U.S. National Rate,9.8,17.1,155,,Not Available,Number of Cases Too Small,Not Available,Not Available,8,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.7,No Different than U.S. National Rate,21.1,30.8,60,,22.5,Worse than U.S. National Rate,18.6,26.9,174,
181303,NICHOLAS COUNTY HOSPITAL,2325 CONCRETE ROAD,CARLISLE,KY,40311,"2325 CONCRETE ROAD, CARLISLE, KY, 40311",38.3169161,-84.0596420,NICHOLAS,8592897181,Not Available,Number of Cases Too Small,Not Available,Not Available,8,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,23,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.6,No Different than U.S. National Rate,8.1,16.4,74,,Not Available,Number of Cases Too Small,Not Available,Not Available,5,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,19,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,18.4,No Different than U.S. National Rate,14.3,22.6,82,
181304,TRIGG COUNTY HOSPITAL,254 MAIN STREET,CADIZ,KY,42211,"254 MAIN STREET, CADIZ, KY, 42211",36.8663130,-87.8218534,TRIGG,2705223215,Not Available,Number of Cases Too Small,Not Available,Not Available,5,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.9,No Different than U.S. National Rate,9.1,17.8,44,,12.5,No Different than U.S. National Rate,8.8,17.3,89,,Not Available,Number of Cases Too Small,Not Available,Not Available,2,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.8,No Different than U.S. National Rate,21.7,32.3,59,,18.9,No Different than U.S. National Rate,14.7,23.4,84,
181305,SAINT JOSEPH MARTIN,11203 MAIN STREET,MARTIN,KY,41649,"11203 MAIN STREET, MARTIN, KY, 41649",37.5788864,-82.7509384,FLOYD,6062855181,Not Available,Number of Cases Too Small,Not Available,Not Available,1,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.9,No Different than U.S. National Rate,7.3,15.6,29,,11.8,No Different than U.S. National Rate,7.9,17.4,63,,Not Available,Number of Cases Too Small,Not Available,Not Available,1,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.8,No Different than U.S. National Rate,20,30.3,38,,19.4,No Different than U.S. National Rate,15.3,24.4,62,
181306,METHODIST HOSPITAL UNION COUNTY,4604 US HIGHWAY 60 WEST,MORGANFIELD,KY,42437,"4604 US HIGHWAY 60 WEST, MORGANFIELD, KY, 42437",37.6285121,-87.9476742,UNION,2703893030,Not Available,Number of Cases Too Small,Not Available,Not Available,9,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.3,No Different than U.S. National Rate,8.8,16.9,48,,11.4,No Different than U.S. National Rate,8.3,16.1,102,,Not Available,Number of Cases Too Small,Not Available,Not Available,7,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.8,No Different than U.S. National Rate,19.2,28.7,57,,17.9,No Different than U.S. National Rate,14.2,22.1,108,
181307,MORGAN COUNTY ARH HOSPITAL,"476 LIBERTY ROAD, P O BOX 579",WEST LIBERTY,KY,41472,"476 LIBERTY ROAD, P O BOX 579, WEST LIBERTY, KY, 41472",37.9199902,-83.2654455,MORGAN,6067433186,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.1,No Different than U.S. National Rate,7.8,15.7,46,,11.5,No Different than U.S. National Rate,8.6,15.3,176,,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,27.9,No Different than U.S. National Rate,23.1,32.9,68,,18.8,No Different than U.S. National Rate,15.6,22.7,196,
181308,BLUEGRASS COMMUNITY HOSPITAL,360 AMSDEN AVENUE,VERSAILLES,KY,40383,"360 AMSDEN AVENUE, VERSAILLES, KY, 40383",38.0549001,-84.7233116,WOODFORD,8598792300,Not Available,Number of Cases Too Small,Not Available,Not Available,9,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,23,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13.5,No Different than U.S. National Rate,9.5,18.6,52,,Not Available,Number of Cases Too Small,Not Available,Not Available,4,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.9,No Different than U.S. National Rate,20.2,30.4,28,,19,No Different than U.S. National Rate,15,23.7,55,
181309,CASEY COUNTY HOSPITAL,187 WOLFORD AVENUE,LIBERTY,KY,42539,"187 WOLFORD AVENUE, LIBERTY, KY, 42539",37.3176447,-84.9330555,CASEY,6067876275,Not Available,Number of Cases Too Small,Not Available,Not Available,4,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.6,No Different than U.S. National Rate,8.3,16.1,40,,8.6,Better than U.S. National Rate,6.3,11.3,159,,Not Available,Number of Cases Too Small,Not Available,Not Available,4,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,28.2,No Different than U.S. National Rate,23.3,33.7,56,,21.4,No Different than U.S. National Rate,17.6,25.4,176,
181310,CARROLL COUNTY HOSPITAL,309 ELEVENTH STREET,CARROLLTON,KY,41008,"309 ELEVENTH STREET, CARROLLTON, KY, 41008",38.6798993,-85.1687553,CARROLL,5027324321,Not Available,Number of Cases Too Small,Not Available,Not Available,8,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.5,No Different than U.S. National Rate,9.1,16.7,53,,13.2,No Different than U.S. National Rate,9.6,17.7,92,,Not Available,Number of Cases Too Small,Not Available,Not Available,7,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.3,No Different than U.S. National Rate,20.1,29.2,59,,18.7,No Different than U.S. National Rate,15.1,23,96,
181311,ST ELIZABETH GRANT,238 BARNES ROAD,WILLIAMSTOWN,KY,41097,"238 BARNES ROAD, WILLIAMSTOWN, KY, 41097",38.6490360,-84.5761540,GRANT,8598248240,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12,No Different than U.S. National Rate,8.4,16.7,41,,12.1,No Different than U.S. National Rate,8.6,16.5,66,,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.6,No Different than U.S. National Rate,20.1,29.6,45,,17.8,No Different than U.S. National Rate,13.9,22.5,69,
181312,NEW HORIZONS MEDICAL CENTER,330 ROLAND AVENUE,OWENTON,KY,40359,"330 ROLAND AVENUE, OWENTON, KY, 40359",38.5415592,-84.8409357,OWEN,5024844656,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.6,No Different than U.S. National Rate,7.5,14.5,49,,10.4,No Different than U.S. National Rate,7.2,15,55,,Not Available,Number of Cases Too Small,Not Available,Not Available,1,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.9,No Different than U.S. National Rate,20.2,30.2,49,,21,No Different than U.S. National Rate,16.9,25.4,66,
181314,CAVERNA MEMORIAL HOSPITAL,1501 SOUTH DIXIE STREET,HORSE CAVE,KY,42749,"1501 SOUTH DIXIE STREET, HORSE CAVE, KY, 42749",37.1611636,-85.9230280,HART,2707862191,Not Available,Number of Cases Too Small,Not Available,Not Available,16,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12,No Different than U.S. National Rate,8.9,16.1,82,,13.8,No Different than U.S. National Rate,10,18.8,70,,Not Available,Number of Cases Too Small,Not Available,Not Available,11,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.5,No Different than U.S. National Rate,19.3,28.3,93,,18.5,No Different than U.S. National Rate,14.5,23.1,64,
181315,EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,110 METKER TRAIL,STANFORD,KY,40484,"110 METKER TRAIL, STANFORD, KY, 40484",37.5429380,-84.6527840,LINCOLN,6063654600,Not Available,Number of Cases Too Small,Not Available,Not Available,11,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.7,No Different than U.S. National Rate,8.2,16.4,39,,13.8,No Different than U.S. National Rate,10.6,18,144,,Not Available,Number of Cases Too Small,Not Available,Not Available,7,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,27,No Different than U.S. National Rate,21.8,32.5,49,,21.7,No Different than U.S. National Rate,17.8,26.1,155,
181316,MARY BRECKINRIDGE ARH HOSPITAL,130 KATE IRELAND DRIVE,HYDEN,KY,41749,"130 KATE IRELAND DRIVE, HYDEN, KY, 41749",37.1631897,-83.3779755,LESLIE,6066722901,Not Available,Number of Cases Too Small,Not Available,Not Available,9,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.4,No Different than U.S. National Rate,8.3,15.5,76,,11,No Different than U.S. National Rate,7.8,15.1,92,,Not Available,Number of Cases Too Small,Not Available,Not Available,4,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.9,No Different than U.S. National Rate,21.6,30.7,95,,20.5,No Different than U.S. National Rate,16.6,24.9,102,
181317,CUMBERLAND COUNTY HOSPITAL,299 GLASGOW ROAD,BURKESVILLE,KY,42717,"299 GLASGOW ROAD, BURKESVILLE, KY, 42717",36.7963032,-85.3729467,CUMBERLAND,2708642511,Not Available,Number of Cases Too Small,Not Available,Not Available,17,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13.2,No Different than U.S. National Rate,9.7,17.9,79,,13.8,No Different than U.S. National Rate,10.3,18.5,97,,Not Available,Number of Cases Too Small,Not Available,Not Available,11,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.2,No Different than U.S. National Rate,21.9,31.4,90,,18.4,No Different than U.S. National Rate,14.8,22.9,98,
181318,THE MEDICAL CENTER AT FRANKLIN,1100 BROOKHAVEN ROAD,FRANKLIN,KY,42135,"1100 BROOKHAVEN ROAD, FRANKLIN, KY, 42135",36.7000713,-86.5765054,SIMPSON,2705984800,Not Available,Number of Cases Too Small,Not Available,Not Available,8,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.8,No Different than U.S. National Rate,7.8,14.9,76,,12.8,No Different than U.S. National Rate,9.7,16.7,189,,Not Available,Number of Cases Too Small,Not Available,Not Available,5,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.6,No Different than U.S. National Rate,20.2,29.5,87,,19.2,No Different than U.S. National Rate,15.7,23.1,194,
181319,BRECKINRIDGE MEMORIAL HOSPITAL,1011 OLD HIGHWAY 60,HARDINSBURG,KY,40143,"1011 OLD HIGHWAY 60, HARDINSBURG, KY, 40143",37.7670159,-86.4412209,BRECKINRIDGE,2707567000,Not Available,Number of Cases Too Small,Not Available,Not Available,16,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.8,No Different than U.S. National Rate,9.1,17.7,68,,12.4,No Different than U.S. National Rate,9.1,16.6,124,,Not Available,Number of Cases Too Small,Not Available,Not Available,12,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,28.1,No Different than U.S. National Rate,23.1,33.4,74,,19.1,No Different than U.S. National Rate,15.3,23.5,131,
181320,"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",131 HOSPITAL DRIVE,SALEM,KY,42078,"131 HOSPITAL DRIVE, SALEM, KY, 42078",37.2631267,-88.2281842,LIVINGSTON,2709882299,Not Available,Number of Cases Too Small,Not Available,Not Available,11,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.4,No Different than U.S. National Rate,9.1,16.6,95,,11.5,No Different than U.S. National Rate,8.3,15.5,95,,Not Available,Number of Cases Too Small,Not Available,Not Available,14,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.4,No Different than U.S. National Rate,19.3,28.4,106,,17.1,No Different than U.S. National Rate,13.6,21.4,103,
181321,WAYNE COUNTY HOSPITAL,166 HOSPITAL STREET,MONTICELLO,KY,42633,"166 HOSPITAL STREET, MONTICELLO, KY, 42633",36.8198220,-84.8669728,WAYNE,6063489343,Not Available,Number of Cases Too Small,Not Available,Not Available,4,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13,No Different than U.S. National Rate,9.3,18.1,43,,9.4,No Different than U.S. National Rate,6.7,12.7,121,,Not Available,Number of Cases Too Small,Not Available,Not Available,5,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.6,No Different than U.S. National Rate,21,31,43,,19.8,No Different than U.S. National Rate,16,24,133,
181322,CALDWELL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,PRINCETON,KY,42445,"100 MEDICAL CENTER DRIVE, PRINCETON, KY, 42445",37.1136956,-87.9095654,CALDWELL,2703650300,Not Available,Number of Cases Too Small,Not Available,Not Available,9,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,16.8,Worse than U.S. National Rate,12.2,23,73,,21.2,Worse than U.S. National Rate,16.3,26.9,124,,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,25.2,No Different than U.S. National Rate,20.6,30.3,71,,18.3,No Different than U.S. National Rate,14.5,22.8,102,
181323,OHIO COUNTY HOSPITAL,1211 OLD MAIN STREET,HARTFORD,KY,42347,"1211 OLD MAIN STREET, HARTFORD, KY, 42347",37.4477551,-86.8963268,OHIO,2702987411,Not Available,Number of Cases Too Small,Not Available,Not Available,17,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13.7,No Different than U.S. National Rate,9.9,18.2,87,,10.1,No Different than U.S. National Rate,7.1,14.4,95,,Not Available,Number of Cases Too Small,Not Available,Not Available,9,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.3,No Different than U.S. National Rate,21.6,31.3,90,,18.6,No Different than U.S. National Rate,14.9,23.3,109,
